Register Value,Player Name, Salary in $ ,Season Start,Season End,Team,Full Team Name
10862,DeMarre Carroll," $14,200,000.00 ",2016,2017,TOR,Toronto Raptors 
11441,DeMarre Carroll," $14,800,000.00 ",2017,2018,NJN,Brooklyn Nets
6777,Demetris Nichols," $427,163.00 ",2007,2008,CHI,Chicago Bulls
7173,Demetris Nichols," $87,893.00 ",2008,2009,CHI,Chicago Bulls
10863,Demetrius Jackson," $1,450,000.00 ",2016,2017,BOS,Boston Celtic
11442,Demetrius Jackson," $92,858.00 ",2017,2018,BOS,Boston Celtic
5950,Deng Gai," $92,396.00 ",2005,2006,PHI,Philadelphia 76ers
83,Dennis Hopson," $915,000.00 ",1990,1991,CHI,Chicago Bulls
441,Dennis Hopson," $950,000.00 ",1991,1992,SAC,Sacramento Kings
8461,Dennis Horner," $91,642.00 ",2011,2012,NJN,Brooklyn Nets
84,Dennis Rodman," $880,000.00 ",1990,1991,DET,Detroit Pistons
813,Dennis Rodman," $2,350,000.00 ",1992,1993,DET,Detroit Pistons
1193,Dennis Rodman," $2,450,000.00 ",1993,1994,SAS,San Antonio Spurs
1582,Dennis Rodman," $2,500,000.00 ",1994,1995,SAS,San Antonio Spurs
1939,Dennis Rodman," $2,500,000.00 ",1995,1996,CHI,Chicago Bulls
2307,Dennis Rodman," $9,000,000.00 ",1996,1997,CHI,Chicago Bulls
2699,Dennis Rodman," $4,500,000.00 ",1997,1998,CHI,Chicago Bulls
3082,Dennis Rodman," $1,000,000.00 ",1998,1999,LAL,Los Angeles Lakers
9750,Dennis Schroder," $1,690,680.00 ",2014,2015,ATL,Atlanta Hawks
10285,Dennis Schroder," $1,763,400.00 ",2015,2016,ATL,Atlanta Hawks
10864,Dennis Schroder," $2,708,582.00 ",2016,2017,ATL,Atlanta Hawks
11443,Dennis Schroder," $15,500,000.00 ",2017,2018,ATL,Atlanta Hawks
9324,Dennis Schroeder," $1,348,200.00 ",2013,2014,ATL,Atlanta Hawks
85,Dennis Scott," $1,560,000.00 ",1990,1991,ORL,Orlando Magic
442,Dennis Scott," $1,980,000.00 ",1991,1992,ORL,Orlando Magic
814,Dennis Scott," $2,400,000.00 ",1992,1993,ORL,Orlando Magic
1194,Dennis Scott," $2,820,000.00 ",1993,1994,ORL,Orlando Magic
1940,Dennis Scott," $3,150,000.00 ",1995,1996,ORL,Orlando Magic
2308,Dennis Scott," $3,000,000.00 ",1996,1997,ORL,Orlando Magic
3083,Dennis Scott," $1,000,000.00 ",1998,1999,NYK,New York Knicks
3084,Dennis Scott," $725,000.00 ",1998,1999,MIN,Minnesota Timberwolves
3436,Dennis Scott," $1,100,000.00 ",1999,2000,MEM,Memphis Grizzlies
3810,Dennis Scott," $1,200,000.00 ",2000,2001,WAS,Washington Wizards
11444,Dennis Smith," $3,218,280.00 ",2017,2018,DAL,Dallas Mavericks
10865,Denzel Valentine," $2,092,200.00 ",2016,2017,CHI,Chicago Bulls
11445,Denzel Valentine," $2,186,400.00 ",2017,2018,CHI,Chicago Bulls
8902,DeQuan Jones," $473,504.00 ",2012,2013,ORL,Orlando Magic
2700,Derek Anderson," $1,107,240.00 ",1997,1998,CLE,Cleveland Caveliers
3085,Derek Anderson," $1,273,000.00 ",1998,1999,CLE,Cleveland Caveliers
3437,Derek Anderson," $1,439,400.00 ",1999,2000,LAC,Los Angeles Clippers
4230,Derek Anderson," $6,495,000.00 ",2001,2002,POR,Portland Trail Blazers
4687,Derek Anderson," $7,144,500.00 ",2002,2003,POR,Portland Trail Blazers
5109,Derek Anderson," $7,794,000.00 ",2003,2004,POR,Portland Trail Blazers
5524,Derek Anderson," $8,443,500.00 ",2004,2005,POR,Portland Trail Blazers
5951,Derek Anderson," $9,093,000.00 ",2005,2006,POR,Portland Trail Blazers
5952,Derek Anderson," $1,670,000.00 ",2005,2006,HOU,Houston Rockets
6390,Derek Anderson," $9,742,500.00 ",2006,2007,POR,Portland Trail Blazers
2309,Derek Fisher," $612,000.00 ",1996,1997,LAL,Los Angeles Lakers
2701,Derek Fisher," $703,200.00 ",1997,1998,LAL,Los Angeles Lakers
3086,Derek Fisher," $795,000.00 ",1998,1999,LAL,Los Angeles Lakers
3438,Derek Fisher," $3,000,000.00 ",1999,2000,LAL,Los Angeles Lakers
3811,Derek Fisher," $3,380,000.00 ",2000,2001,LAL,Los Angeles Lakers
4231,Derek Fisher," $3,000,000.00 ",2001,2002,LAL,Los Angeles Lakers
4688,Derek Fisher," $3,000,000.00 ",2002,2003,LAL,Los Angeles Lakers
5110,Derek Fisher," $3,000,000.00 ",2003,2004,LAL,Los Angeles Lakers
5525,Derek Fisher," $4,903,000.00 ",2004,2005,GSW,Golden State Warriors
5953,Derek Fisher," $5,393,300.00 ",2005,2006,GSW,Golden State Warriors
6778,Derek Fisher," $6,373,900.00 ",2007,2008,UTA,Utah Jazz
6779,Derek Fisher," $4,350,000.00 ",2007,2008,LAL,Los Angeles Lakers
7174,Derek Fisher," $4,700,000.00 ",2008,2009,LAL,Los Angeles Lakers
7608,Derek Fisher," $5,048,000.00 ",2009,2010,LAL,Los Angeles Lakers
8052,Derek Fisher," $3,700,000.00 ",2010,2011,LAL,Los Angeles Lakers
8462,Derek Fisher," $3,400,000.00 ",2011,2012,LAL,Los Angeles Lakers
8903,Derek Fisher," $413,608.00 ",2012,2013,OKC,Oklahoma City Thunder
8904,Derek Fisher," $182,942.00 ",2012,2013,DAL,Dallas Mavericks
9325,Derek Fisher," $1,399,507.00 ",2013,2014,OKC,Oklahoma City Thunder
2702,Derek Grimm," $242,000.00 ",1997,1998,SAC,Sacramento Kings
86,Derek Harper," $1,519,000.00 ",1990,1991,DAL,Dallas Mavericks
443,Derek Harper," $1,725,000.00 ",1991,1992,DAL,Dallas Mavericks
815,Derek Harper," $2,069,000.00 ",1992,1993,DAL,Dallas Mavericks
1195,Derek Harper," $1,927,000.00 ",1993,1994,NYK,New York Knicks
1583,Derek Harper," $2,382,700.00 ",1994,1995,NYK,New York Knicks
1941,Derek Harper," $2,837,000.00 ",1995,1996,NYK,New York Knicks
2310,Derek Harper," $1,300,000.00 ",1996,1997,DAL,Dallas Mavericks
2703,Derek Harper," $1,560,000.00 ",1997,1998,ORL,Orlando Magic
3087,Derek Harper," $1,000,000.00 ",1998,1999,LAL,Los Angeles Lakers
3439,Derek Harper," $1,100,000.00 ",1999,2000,DET,Detroit Pistons
87,Derek Smith," $315,000.00 ",1990,1991,BOS,Boston Celtic
444,Derek Strong," $130,000.00 ",1991,1992,PHI,Philadelphia 76ers
1196,Derek Strong," $420,000.00 ",1993,1994,MIL,Milwaukee Bucks
1584,Derek Strong," $500,000.00 ",1994,1995,BOS,Boston Celtic
1942,Derek Strong," $1,000,000.00 ",1995,1996,LAL,Los Angeles Lakers
2311,Derek Strong," $247,500.00 ",1996,1997,ORL,Orlando Magic
2704,Derek Strong," $326,700.00 ",1997,1998,ORL,Orlando Magic
3088,Derek Strong," $3,000,000.00 ",1998,1999,ORL,Orlando Magic
3812,Derek Strong," $3,510,000.00 ",2000,2001,LAC,Los Angeles Clippers
4232,Derek Strong," $3,861,000.00 ",2001,2002,LAC,Los Angeles Clippers
4689,Derek Strong," $4,212,000.00 ",2002,2003,LAC,Los Angeles Clippers
3813,DerMarr Johnson," $2,107,200.00 ",2000,2001,ATL,Atlanta Hawks
4233,DerMarr Johnson," $2,265,240.00 ",2001,2002,ATL,Atlanta Hawks
4690,DerMarr Johnson," $2,423,280.00 ",2002,2003,ATL,Atlanta Hawks
5954,DerMarr Johnson," $835,810.00 ",2005,2006,DEN,Denver Nuggets
6780,DerMarr Johnson," $42,203.00 ",2007,2008,SAS,San Antonio Spurs
5955,Deron Williams," $3,487,400.00 ",2005,2006,UTA,Utah Jazz
6781,Deron Williams," $4,010,640.00 ",2007,2008,UTA,Utah Jazz
7175,Deron Williams," $5,069,449.00 ",2008,2009,UTA,Utah Jazz
7609,Deron Williams," $12,323,900.00 ",2009,2010,UTA,Utah Jazz
8053,Deron Williams," $14,940,152.00 ",2010,2011,NJN,Brooklyn Nets
8463,Deron Williams," $16,359,805.00 ",2011,2012,NJN,Brooklyn Nets
8905,Deron Williams," $17,177,795.00 ",2012,2013,NJN,Brooklyn Nets
9326,Deron Williams," $18,466,130.00 ",2013,2014,NJN,Brooklyn Nets
9751,Deron Williams," $19,754,465.00 ",2014,2015,NJN,Brooklyn Nets
10286,Deron Williams," $5,500,000.00 ",2015,2016,DAL,Dallas Mavericks
10287,Deron Williams," $5,500,000.00 ",2015,2016,NJN,Brooklyn Nets
10866,Deron Williams," $9,000,000.00 ",2016,2017,DAL,Dallas Mavericks
10867,Deron Williams," $5,500,000.00 ",2016,2017,NJN,Brooklyn Nets
10868,Deron Williams," $259,626.00 ",2016,2017,CLE,Cleveland Caveliers
11446,Deron Williams," $5,500,000.00 ",2017,2018,NJN,Brooklyn Nets
1585,Derrick Alston," $150,000.00 ",1994,1995,PHI,Philadelphia 76ers
1943,Derrick Alston," $350,000.00 ",1995,1996,PHI,Philadelphia 76ers
8054,Derrick Caracter," $473,604.00 ",2010,2011,LAL,Los Angeles Lakers
8464,Derrick Caracter," $270,427.00 ",2011,2012,LAL,Los Angeles Lakers
88,Derrick Chievous," $525,000.00 ",1990,1991,CLE,Cleveland Caveliers
89,Derrick Coleman," $2,100,000.00 ",1990,1991,NJN,Brooklyn Nets
445,Derrick Coleman," $2,300,000.00 ",1991,1992,NJN,Brooklyn Nets
816,Derrick Coleman," $2,870,000.00 ",1992,1993,NJN,Brooklyn Nets
1197,Derrick Coleman," $3,440,000.00 ",1993,1994,NJN,Brooklyn Nets
1944,Derrick Coleman," $5,476,000.00 ",1995,1996,PHI,Philadelphia 76ers
2312,Derrick Coleman," $6,739,000.00 ",1996,1997,PHI,Philadelphia 76ers
2705,Derrick Coleman," $8,002,800.00 ",1997,1998,PHI,Philadelphia 76ers
3089,Derrick Coleman," $6,667,000.00 ",1998,1999,CHA,Charlotte Hornets
3090,Derrick Coleman," $5,600,000.00 ",1998,1999,PHI,Philadelphia 76ers
3814,Derrick Coleman," $8,000,000.00 ",2000,2001,CHA,Charlotte Hornets
4234,Derrick Coleman," $8,710,000.00 ",2001,2002,PHI,Philadelphia 76ers
5526,Derrick Coleman," $4,500,000.00 ",2004,2005,DET,Detroit Pistons
5956,Derrick Coleman," $2,000,000.00 ",2005,2006,DET,Detroit Pistons
3440,Derrick Dial," $301,875.00 ",1999,2000,SAS,San Antonio Spurs
4235,Derrick Dial," $540,850.00 ",2001,2002,NJN,Brooklyn Nets
5111,Derrick Dial," $32,375.00 ",2003,2004,ORL,Orlando Magic
8055,Derrick Favors," $4,133,280.00 ",2010,2011,UTA,Utah Jazz
8465,Derrick Favors," $4,443,360.00 ",2011,2012,UTA,Utah Jazz
8906,Derrick Favors," $4,753,320.00 ",2012,2013,UTA,Utah Jazz
9327,Derrick Favors," $6,008,196.00 ",2013,2014,UTA,Utah Jazz
9752,Derrick Favors," $12,833,333.00 ",2014,2015,UTA,Utah Jazz
10288,Derrick Favors," $11,933,333.00 ",2015,2016,UTA,Utah Jazz
10869,Derrick Favors," $11,050,000.00 ",2016,2017,UTA,Utah Jazz
11447,Derrick Favors," $12,000,000.00 ",2017,2018,UTA,Utah Jazz
90,Derrick Gervin," $155,000.00 ",1990,1991,NJN,Brooklyn Nets
10870,Derrick Jones," $543,471.00 ",2016,2017,PHO,Phoenix Suns
11448,Derrick Jones," $1,312,611.00 ",2017,2018,PHO,Phoenix Suns
91,Derrick McKey," $962,000.00 ",1990,1991,OKC,Oklahoma City Thunder
446,Derrick McKey," $1,112,000.00 ",1991,1992,OKC,Oklahoma City Thunder
817,Derrick McKey," $1,162,000.00 ",1992,1993,OKC,Oklahoma City Thunder
1198,Derrick McKey," $1,262,000.00 ",1993,1994,IND,Indiana Pacers
1945,Derrick McKey," $2,800,000.00 ",1995,1996,IND,Indiana Pacers
2313,Derrick McKey," $3,000,000.00 ",1996,1997,IND,Indiana Pacers
3815,Derrick McKey," $5,400,000.00 ",2000,2001,IND,Indiana Pacers
4236,Derrick McKey," $6,000,000.00 ",2001,2002,IND,Indiana Pacers
7176,Derrick Rose," $4,822,800.00 ",2008,2009,CHI,Chicago Bulls
7610,Derrick Rose," $5,184,480.00 ",2009,2010,CHI,Chicago Bulls
8056,Derrick Rose," $5,546,160.00 ",2010,2011,CHI,Chicago Bulls
8466,Derrick Rose," $6,993,708.00 ",2011,2012,CHI,Chicago Bulls
8907,Derrick Rose," $16,402,500.00 ",2012,2013,CHI,Chicago Bulls
9328,Derrick Rose," $17,632,688.00 ",2013,2014,CHI,Chicago Bulls
10289,Derrick Rose," $20,093,063.00 ",2015,2016,CHI,Chicago Bulls
10871,Derrick Rose," $21,323,250.00 ",2016,2017,NYK,New York Knicks
11449,Derrick Rose," $2,116,955.00 ",2017,2018,CLE,Cleveland Caveliers
11450,Derrick White," $1,404,600.00 ",2017,2018,SAS,San Antonio Spurs
8467,Derrick Williams," $4,602,720.00 ",2011,2012,MIN,Minnesota Timberwolves
8908,Derrick Williams," $4,947,840.00 ",2012,2013,MIN,Minnesota Timberwolves
9329,Derrick Williams," $5,016,960.00 ",2013,2014,MIN,Minnesota Timberwolves
9753,Derrick Williams," $6,331,404.00 ",2014,2015,SAC,Sacramento Kings
10290,Derrick Williams," $4,900,000.00 ",2015,2016,NYK,New York Knicks
10872,Derrick Williams," $4,598,000.00 ",2016,2017,MIA,Miami Heat
10873,Derrick Williams," $402,043.00 ",2016,2017,CLE,Cleveland Caveliers
4237,DeSagana Diop," $1,842,480.00 ",2001,2002,CLE,Cleveland Caveliers
4691,DeSagana Diop," $1,980,600.00 ",2002,2003,CLE,Cleveland Caveliers
5112,DeSagana Diop," $2,118,840.00 ",2003,2004,CLE,Cleveland Caveliers
5527,DeSagana Diop," $2,695,164.00 ",2004,2005,CLE,Cleveland Caveliers
5957,DeSagana Diop," $1,850,000.00 ",2005,2006,DAL,Dallas Mavericks
6782,DeSagana Diop," $2,146,000.00 ",2007,2008,NJN,Brooklyn Nets
3816,DeShawn Stevenson," $828,120.00 ",2000,2001,UTA,Utah Jazz
4238,DeShawn Stevenson," $890,280.00 ",2001,2002,UTA,Utah Jazz
4692,DeShawn Stevenson," $952,320.00 ",2002,2003,UTA,Utah Jazz
5113,DeShawn Stevenson," $1,616,087.00 ",2003,2004,UTA,Utah Jazz
5528,DeShawn Stevenson," $2,500,000.00 ",2004,2005,ORL,Orlando Magic
5958,DeShawn Stevenson," $2,750,000.00 ",2005,2006,ORL,Orlando Magic
6391,DeShawn Stevenson," $932,015.00 ",2006,2007,WAS,Washington Wizards
6783,DeShawn Stevenson," $1,033,930.00 ",2007,2008,WAS,Washington Wizards
7177,DeShawn Stevenson," $3,616,072.00 ",2008,2009,WAS,Washington Wizards
7611,DeShawn Stevenson," $3,886,928.00 ",2009,2010,DAL,Dallas Mavericks
8057,DeShawn Stevenson," $4,151,786.00 ",2010,2011,DAL,Dallas Mavericks
8468,DeShawn Stevenson," $2,500,000.00 ",2011,2012,NJN,Brooklyn Nets
8909,DeShawn Stevenson," $2,240,450.00 ",2012,2013,ATL,Atlanta Hawks
6392,Desmon Farmer," $275,404.00 ",2006,2007,OKC,Oklahoma City Thunder
7178,Desmon Farmer," $83,708.00 ",2008,2009,SAS,San Antonio Spurs
3817,Desmond Mason," $1,074,720.00 ",2000,2001,OKC,Oklahoma City Thunder
4239,Desmond Mason," $1,155,240.00 ",2001,2002,OKC,Oklahoma City Thunder
4693,Desmond Mason," $1,235,880.00 ",2002,2003,OKC,Oklahoma City Thunder
5114,Desmond Mason," $1,898,312.00 ",2003,2004,MIL,Milwaukee Bucks
5529,Desmond Mason," $6,529,630.00 ",2004,2005,MIL,Milwaukee Bucks
5959,Desmond Mason," $7,333,333.00 ",2005,2006,NOH,New Orleans Pelicans
6393,Desmond Mason," $8,037,037.00 ",2006,2007,NOH,New Orleans Pelicans
6784,Desmond Mason," $5,000,000.00 ",2007,2008,MIL,Milwaukee Bucks
7179,Desmond Mason," $5,300,000.00 ",2008,2009,OKC,Oklahoma City Thunder
7612,Desmond Mason," $76,850.00 ",2009,2010,SAC,Sacramento Kings
92,Detlef Schrempf," $1,160,000.00 ",1990,1991,IND,Indiana Pacers
447,Detlef Schrempf," $1,278,000.00 ",1991,1992,IND,Indiana Pacers
818,Detlef Schrempf," $1,393,000.00 ",1992,1993,IND,Indiana Pacers
1199,Detlef Schrempf," $1,308,000.00 ",1993,1994,OKC,Oklahoma City Thunder
1586,Detlef Schrempf," $5,000,000.00 ",1994,1995,OKC,Oklahoma City Thunder
1946,Detlef Schrempf," $5,000,000.00 ",1995,1996,OKC,Oklahoma City Thunder
2314,Detlef Schrempf," $3,333,000.00 ",1996,1997,OKC,Oklahoma City Thunder
2706,Detlef Schrempf," $3,333,333.00 ",1997,1998,OKC,Oklahoma City Thunder
3091,Detlef Schrempf," $3,333,000.00 ",1998,1999,OKC,Oklahoma City Thunder
3818,Detlef Schrempf," $2,200,000.00 ",2000,2001,POR,Portland Trail Blazers
3441,Devean George," $790,440.00 ",1999,2000,LAL,Los Angeles Lakers
3819,Devean George," $849,720.00 ",2000,2001,LAL,Los Angeles Lakers
4240,Devean George," $834,250.00 ",2001,2002,LAL,Los Angeles Lakers
4694,Devean George," $4,546,000.00 ",2002,2003,LAL,Los Angeles Lakers
5115,Devean George," $4,546,000.00 ",2003,2004,LAL,Los Angeles Lakers
5530,Devean George," $4,546,000.00 ",2004,2005,LAL,Los Angeles Lakers
5960,Devean George," $5,000,600.00 ",2005,2006,LAL,Los Angeles Lakers
6785,Devean George," $2,369,111.00 ",2007,2008,DAL,Dallas Mavericks
7180,Devean George," $1,600,000.00 ",2008,2009,DAL,Dallas Mavericks
7613,Devean George," $1,600,000.00 ",2009,2010,GSW,Golden State Warriors
10291,Devin Booker," $2,127,840.00 ",2015,2016,PHO,Phoenix Suns
10874,Devin Booker," $2,223,600.00 ",2016,2017,PHO,Phoenix Suns
11451,Devin Booker," $2,319,360.00 ",2017,2018,PHO,Phoenix Suns
4695,Devin Brown," $34,946.00 ",2002,2003,SAS,San Antonio Spurs
5116,Devin Brown," $563,679.00 ",2003,2004,SAS,San Antonio Spurs
5961,Devin Brown," $2,500,000.00 ",2005,2006,UTA,Utah Jazz
6394,Devin Brown," $564,518.00 ",2006,2007,NOH,New Orleans Pelicans
6395,Devin Brown," $500,000.00 ",2006,2007,GSW,Golden State Warriors
6786,Devin Brown," $1,200,000.00 ",2007,2008,CLE,Cleveland Caveliers
7181,Devin Brown," $998,398.00 ",2008,2009,NOH,New Orleans Pelicans
7614,Devin Brown," $1,100,000.00 ",2009,2010,CHI,Chicago Bulls
8058,Devin Ebanks," $473,604.00 ",2010,2011,LAL,Los Angeles Lakers
8469,Devin Ebanks," $762,195.00 ",2011,2012,LAL,Los Angeles Lakers
8910,Devin Ebanks," $1,054,389.00 ",2012,2013,LAL,Los Angeles Lakers
2315,Devin Gray," $150,200.00 ",1996,1997,SAC,Sacramento Kings
3442,Devin Gray," $88,223.00 ",1999,2000,HOU,Houston Rockets
5962,Devin Green," $398,762.00 ",2005,2006,LAL,Los Angeles Lakers
5531,Devin Harris," $2,741,880.00 ",2004,2005,DAL,Dallas Mavericks
5963,Devin Harris," $2,947,440.00 ",2005,2006,DAL,Dallas Mavericks
6787,Devin Harris," $3,995,003.00 ",2007,2008,NJN,Brooklyn Nets
7182,Devin Harris," $7,800,000.00 ",2008,2009,NJN,Brooklyn Nets
7615,Devin Harris," $8,400,000.00 ",2009,2010,NJN,Brooklyn Nets
8059,Devin Harris," $8,981,000.00 ",2010,2011,UTA,Utah Jazz
8470,Devin Harris," $9,319,000.00 ",2011,2012,UTA,Utah Jazz
8911,Devin Harris," $8,500,000.00 ",2012,2013,ATL,Atlanta Hawks
9330,Devin Harris," $1,272,279.00 ",2013,2014,DAL,Dallas Mavericks
9754,Devin Harris," $3,878,000.00 ",2014,2015,DAL,Dallas Mavericks
10292,Devin Harris," $4,053,000.00 ",2015,2016,DAL,Dallas Mavericks
10875,Devin Harris," $4,228,000.00 ",2016,2017,DAL,Dallas Mavericks
11452,Devin Harris," $4,402,546.00 ",2017,2018,DAL,Dallas Mavericks
9755,Devyn Marble," $884,879.00 ",2014,2015,ORL,Orlando Magic
10293,Devyn Marble," $845,059.00 ",2015,2016,ORL,Orlando Magic
9756,Dewayne Dedmon," $816,482.00 ",2014,2015,ORL,Orlando Magic
10294,Dewayne Dedmon," $947,278.00 ",2015,2016,ORL,Orlando Magic
10876,Dewayne Dedmon," $2,898,000.00 ",2016,2017,SAS,San Antonio Spurs
11453,Dewayne Dedmon," $6,000,000.00 ",2017,2018,ATL,Atlanta Hawks
819,Dexter Cambridge," $150,000.00 ",1992,1993,DAL,Dallas Mavericks
8471,Dexter Pittman," $762,195.00 ",2011,2012,MIA,Miami Heat
8912,Dexter Pittman," $854,389.00 ",2012,2013,MEM,Memphis Grizzlies
10877,Deyonta Davis," $1,369,229.00 ",2016,2017,MEM,Memphis Grizzlies
11454,Deyonta Davis," $1,312,611.00 ",2017,2018,MEM,Memphis Grizzlies
10878,Diamond Stone," $543,471.00 ",2016,2017,LAC,Los Angeles Clippers
11455,Diamond Stone," $1,312,611.00 ",2017,2018,ATL,Atlanta Hawks
11456,Diamond Stone," $50,000.00 ",2017,2018,CHI,Chicago Bulls
8913,Diante Garrett," $473,604.00 ",2012,2013,PHO,Phoenix Suns
9757,Diante Garrett," $915,243.00 ",2014,2015,POR,Portland Trail Blazers
1947,Dickey Simpkins," $845,000.00 ",1995,1996,CHI,Chicago Bulls
2316,Dickey Simpkins," $1,040,000.00 ",1996,1997,CHI,Chicago Bulls
2707,Dickey Simpkins," $1,235,000.00 ",1997,1998,GSW,Golden State Warriors
4241,Dickey Simpkins," $26,190.00 ",2001,2002,ATL,Atlanta Hawks
5532,Didier Ilunga-Mbenga," $800,000.00 ",2004,2005,DAL,Dallas Mavericks
5964,Didier Ilunga-Mbenga," $880,000.00 ",2005,2006,DAL,Dallas Mavericks
6788,Didier Ilunga-Mbenga," $1,800,000.00 ",2007,2008,DAL,Dallas Mavericks
6789,Didier Ilunga-Mbenga," $434,091.00 ",2007,2008,LAL,Los Angeles Lakers
6790,Didier Ilunga-Mbenga," $249,478.00 ",2007,2008,GSW,Golden State Warriors
7183,Didier Ilunga-Mbenga," $1,971,941.00 ",2008,2009,DAL,Dallas Mavericks
7184,Didier Ilunga-Mbenga," $880,658.00 ",2008,2009,LAL,Los Angeles Lakers
7616,Didier Ilunga-Mbenga," $959,111.00 ",2009,2010,LAL,Los Angeles Lakers
8060,Didier Ilunga-Mbenga," $1,069,509.00 ",2010,2011,NOH,New Orleans Pelicans
6396,Dijon Thompson," $89,101.00 ",2006,2007,ATL,Atlanta Hawks
448,Dikembe Mutombo," $2,005,000.00 ",1991,1992,DEN,Denver Nuggets
820,Dikembe Mutombo," $2,400,000.00 ",1992,1993,DEN,Denver Nuggets
1200,Dikembe Mutombo," $3,000,000.00 ",1993,1994,DEN,Denver Nuggets
1587,Dikembe Mutombo," $3,100,000.00 ",1994,1995,DEN,Denver Nuggets
1948,Dikembe Mutombo," $3,250,000.00 ",1995,1996,DEN,Denver Nuggets
2317,Dikembe Mutombo," $8,013,000.00 ",1996,1997,ATL,Atlanta Hawks
2708,Dikembe Mutombo," $9,615,187.00 ",1997,1998,ATL,Atlanta Hawks
3092,Dikembe Mutombo," $11,218,000.00 ",1998,1999,ATL,Atlanta Hawks
3443,Dikembe Mutombo," $12,820,249.00 ",1999,2000,ATL,Atlanta Hawks
3820,Dikembe Mutombo," $14,400,000.00 ",2000,2001,ATL,Atlanta Hawks
4242,Dikembe Mutombo," $14,315,790.00 ",2001,2002,PHI,Philadelphia 76ers
4696,Dikembe Mutombo," $16,105,264.00 ",2002,2003,NJN,Brooklyn Nets
5117,Dikembe Mutombo," $13,626,624.00 ",2003,2004,NJN,Brooklyn Nets
5118,Dikembe Mutombo," $4,087,667.00 ",2003,2004,NYK,New York Knicks
5533,Dikembe Mutombo," $14,989,285.00 ",2004,2005,NJN,Brooklyn Nets
5534,Dikembe Mutombo," $4,496,434.00 ",2004,2005,HOU,Houston Rockets
5965,Dikembe Mutombo," $2,000,000.00 ",2005,2006,HOU,Houston Rockets
6397,Dikembe Mutombo," $2,210,000.00 ",2006,2007,HOU,Houston Rockets
7185,Dikembe Mutombo," $794,491.00 ",2008,2009,HOU,Houston Rockets
11457,Dillon Brooks," $815,615.00 ",2017,2018,MEM,Memphis Grizzlies
821,Dino Radja," $711,000.00 ",1992,1993,BOS,Boston Celtic
1201,Dino Radja," $1,650,000.00 ",1993,1994,BOS,Boston Celtic
1588,Dino Radja," $2,145,000.00 ",1994,1995,BOS,Boston Celtic
1949,Dino Radja," $2,640,000.00 ",1995,1996,BOS,Boston Celtic
2318,Dino Radja," $5,313,000.00 ",1996,1997,BOS,Boston Celtic
2709,Dino Radja," $2,500,000.00 ",1997,1998,BOS,Boston Celtic
3093,Dino Radja," $2,500,000.00 ",1998,1999,BOS,Boston Celtic
3444,Dino Radja," $2,270,500.00 ",1999,2000,BOS,Boston Celtic
3445,Dion Glover," $893,400.00 ",1999,2000,ATL,Atlanta Hawks
3821,Dion Glover," $960,480.00 ",2000,2001,ATL,Atlanta Hawks
4243,Dion Glover," $1,027,440.00 ",2001,2002,ATL,Atlanta Hawks
4697,Dion Glover," $1,584,312.00 ",2002,2003,ATL,Atlanta Hawks
5119,Dion Glover," $1,000,000.00 ",2003,2004,ATL,Atlanta Hawks
5966,Dion Glover," $163,085.00 ",2005,2006,HOU,Houston Rockets
8914,Dion Waiters," $3,726,600.00 ",2012,2013,CLE,Cleveland Caveliers
9331,Dion Waiters," $3,894,240.00 ",2013,2014,CLE,Cleveland Caveliers
9758,Dion Waiters," $4,062,000.00 ",2014,2015,OKC,Oklahoma City Thunder
10295,Dion Waiters," $5,138,430.00 ",2015,2016,OKC,Oklahoma City Thunder
10879,Dion Waiters," $2,898,000.00 ",2016,2017,MIA,Miami Heat
11458,Dion Waiters," $11,000,000.00 ",2017,2018,MIA,Miami Heat
10880,Dionte Christmas," $50,000.00 ",2016,2017,PHI,Philadelphia 76ers
3094,Dirk Nowitzki," $1,472,640.00 ",1998,1999,DAL,Dallas Mavericks
3446,Dirk Nowitzki," $1,583,040.00 ",1999,2000,DAL,Dallas Mavericks
3822,Dirk Nowitzki," $1,693,560.00 ",2000,2001,DAL,Dallas Mavericks
4244,Dirk Nowitzki," $2,157,595.00 ",2001,2002,DAL,Dallas Mavericks
4698,Dirk Nowitzki," $10,067,750.00 ",2002,2003,DAL,Dallas Mavericks
5535,Dirk Nowitzki," $12,584,688.00 ",2004,2005,DAL,Dallas Mavericks
5967,Dirk Nowitzki," $13,843,156.00 ",2005,2006,DAL,Dallas Mavericks
6791,Dirk Nowitzki," $16,360,094.00 ",2007,2008,DAL,Dallas Mavericks
7186,Dirk Nowitzki," $18,077,904.00 ",2008,2009,DAL,Dallas Mavericks
7617,Dirk Nowitzki," $19,795,714.00 ",2009,2010,DAL,Dallas Mavericks
8061,Dirk Nowitzki," $17,278,618.00 ",2010,2011,DAL,Dallas Mavericks
8472,Dirk Nowitzki," $19,092,873.00 ",2011,2012,DAL,Dallas Mavericks
8915,Dirk Nowitzki," $20,907,128.00 ",2012,2013,DAL,Dallas Mavericks
9332,Dirk Nowitzki," $22,721,381.00 ",2013,2014,DAL,Dallas Mavericks
9759,Dirk Nowitzki," $7,974,482.00 ",2014,2015,DAL,Dallas Mavericks
10296,Dirk Nowitzki," $8,333,334.00 ",2015,2016,DAL,Dallas Mavericks
10881,Dirk Nowitzki," $25,000,000.00 ",2016,2017,DAL,Dallas Mavericks
